the,22212
be,12280
of,11240
to,8961
a,8256
in,8130
and,6972
that,5524
it,3919
have,2852
for,2529
s,2353
they,2163
you,2125
i,2091
on,1753
by,1647
from,1579
but,1532
do,1518
with,1506
not,1476
so,1464
or,1390
this,1366
an,1249
can,1229
about,1216
at,1209
passage,1197
we,1187
student,1183
their,1135
what,1072
which,1060
well,981
mean,980
t,970
more,963
there,952
professor,949
one,927
some,908
water,825
use,824
make,812
all,785
than,777
other,769
when,762
like,752
paragraph,747
know,737
time,727
because,711
these,688
would,687
people,681
how,655
sentence,649
most,637
year,621
where,610
if,608
plant,601
change,593
could,592
animal,585
follow,577
now,557
out,555
them,544
get,538
word,528
specie,527
way,519
into,518
think,513
find,513
idea,509
just,498
important,479
up,473
accord,472
area,451
closest,448
look,440
why,439
first,427
also,426
no,426
then,426
part,424
very,423
new,423
between,421
right,414
many,414
take,409
form,405
need,401
may,398
only,395
much,393
work,390
different,388
class,380
choice,374
become,372
even,370
provide,367
will,366
see,365
go,364
increase,363
really,360
over,359
large,352
he,350
answer,346
rock,345
art,342
express,337
say,337
information,335
two,332
your,331
study,328
who,327
century,325
those,325
good,322
come,321
call,317
point,314
summary,313
period,312
earth,312
produce,311
population,308
best,306
leave,305
ice,302
food,300
thing,299
during,296
such,295
ok,291
same,291
show,288
long,287
example,287
land,280
question,277
live,274
before,269
don,266
grow,262
want,262
place,259
my,259
group,259
surface,257
lot,257
another,252
through,252
indicate,251
give,250
tree,249
number,248
state,248
lecture,247
below,247
move,246
listen,244
back,243
present,243
sound,240
cause,240
human,238
any,237
evidence,237
high,236
begin,236
might,236
early,235
actually,234
soil,234
paint,232
ve,232
help,231
develop,229
talk,228
great,226
occur,225
start,223
support,223
after,221
essential,220
ll,218
kind,218
three,217
development,217
each,216
child,216
play,215
me,215
build,213
type,213
heat,213
something,213
our,212
narrator,211
explain,211
problem,210
climate,209
around,209
result,206
too,206
let,205
light,204
system,204
bird,204
energy,203
theory,196
today,195
temperature,194
process,194
course,192
city,192
small,190
lead,190
sun,190
le,189
region,188
material,186
while,186
few,186
ago,185
oh,185
age,184
able,184
seem,183
here,183
activity,182
suggest,182
add,181
four,181
environment,181
interest,180
down,180
uh,179
both,179
end,178
ocean,176
his,176
um,176
community,175
create,175
color,175
author,175
world,175
write,174
power,174
fossil,173
little,172
often,172
she,172
probably,172
body,170
TRUE,170
element,169
should,169
still,168
forest,166
effect,166
d,165
history,164
direction,164
believe,163
life,163
since,162
lake,161
understand,161
river,161
planet,159
wind,159
research,158
yeah,156
ancient,156
re,156
major,156
roman,156
contain,156
growth,155
level,155
condition,155
day,155
mention,154
u,153
tpo,152
fact,151
complete,151
her,150
happen,150
include,150
square,150
try,150
fit,149
keep,149
film,149
enough,148
book,148
amount,147
organism,146
trade,146
particular,145
several,145
last,144
far,143
certain,143
flow,142
sea,142
tell,142
natural,141
however,141
read,141
design,140
own,140
select,140
m,140
once,140
source,140
million,139
yes,138
allow,138
term,138
later,137
remain,136
iron,136
production,136
artist,136
story,135
sure,135
worth,134
reason,134
employee,133
usually,133
music,132
though,131
base,131
layer,131
control,130
affect,130
possible,130
without,129
factor,129
impact,128
predator,128
record,127
behavior,127
seed,127
except,126
europe,126
grind,126
market,126
order,125
extinction,125
maybe,124
mass,124
movement,124
pretty,124
unite,123
away,123
conversation,122
hand,122
size,121
deer,121
glacier,121
south,120
nest,120
sit,120
require,119
crop,119
researcher,118
although,118
north,117
determine,117
social,117
within,116
gas,115
always,115
brief,115
better,115
belong,114
ability,114
didn,114
involve,114
island,114
along,113
next,113
open,113
scientist,112
cover,112
society,112
minor,111
space,111
bring,111
pattern,111
must,111
experience,111
introductory,110
steam,110
together,110
paper,110
view,110
reach,109
structure,109
desert,109
b,108
turn,108
green,108
event,108
modern,108
cloud,108
discover,107
difference,107
piece,107
language,107
cycle,107
until,106
case,106
america,106
off,106
remember,106
stone,106
old,104
late,104
sense,104
relationship,104
difficult,104
put,104
past,103
low,103
farm,103
among,103
depend,103
highlight,103
incorrect,103
every,102
common,102
describe,102
individual,102
memory,101
european,101
exist,101
relatively,100
continue,100
appear,100
shape,100
cave,100
young,100
farmer,99
hear,99
influence,99
rise,99
name,98
fish,98
hypothesis,98
survive,97
learn,97
technique,97
sometimes,96
reduce,96
tend,96
others,96
guess,96
mar,96
computer,95
whale,95
set,95
likely,95
hold,95
image,94
resource,94
formation,94
rate,93
american,93
rain,92
solar,92
table,92
dry,92
limit,92
warm,92
under,92
week,91
air,91
especially,91
supply,91
sediment,91
country,90
close,90
object,90
eat,90
star,90
generally,90
agriculture,90
center,90
earlier,90
relate,89
similar,89
chemical,89
almost,89
ask,89
short,89
greater,88
variety,88
product,88
consider,88
location,88
doesn,88
carbon,87
again,87
industry,87
sort,87
ship,87
habitat,87
lower,86
infer,86
carry,86
exactly,86
rather,86
spread,86
date,86
east,86
government,86
second,86
themselves,86
middle,85
purpose,85
longer,85
least,85
program,85
matter,85
dance,84
style,84
function,84
environmental,83
quite,83
figure,83
greek,83
mountain,83
feature,83
theater,82
lose,82
clock,82
local,82
larger,82
improve,82
field,81
fall,81
dinosaur,81
complex,81
yet,80
oil,80
c,80
near,80
phrase,79
physical,79
whole,79
teach,79
deposit,79
pacific,79
room,79
value,78
site,78
clear,78
house,78
force,78
hard,78
volcano,78
break,77
whether,77
winter,77
atmosphere,77
yawn,77
never,77
meteorite,77
quality,77
identify,76
eventually,76
evolve,76
benefit,76
northern,76
hunt,76
big,75
reflect,75
infant,75
meet,75
draw,75
role,75
various,74
thousand,74
character,74
establish,74
vary,74
argue,74
pro,74
claim,74
competition,74
librarian,74
lack,73
smaller,73
experiment,73
significant,73
groundwater,73
higher,73
breathe,73
snow,73
brain,73
model,73
worker,73
ecosystem,73
quickly,73
observe,72
project,72
flower,72
available,72
method,72
itself,71
economy,71
technology,71
general,71
travel,71
glass,71
primary,71
deep,71
parent,70
wood,70
range,70
hour,70
across,70
stream,70
compete,70
already,70
home,70
salt,70
family,70
upper,69
either,69
dioxide,69
hundred,69
male,69
teacher,68
school,68
characteristic,68
else,68
expect,68
single,68
statue,68
practice,68
cost,67
run,67
night,67
adult,67
evolution,67
explanation,67
introduce,67
wasn,67
demand,66
economic,66
refer,66
knowledge,65
anything,65
apply,65
biological,65
focus,65
grain,65
serve,65
africa,65
sell,64
western,64
recent,64
oxygen,64
toward,64
agricultural,64
religious,64
member,63
statement,63
skill,63
person,63
isn,63
biology,63
migration,63
above,63
compare,63
season,63
month,63
nature,63
percent,62
feed,62
marine,62
thus,62
measure,62
pottery,62
perhaps,62
britain,62
mediterranean,62
cool,62
remove,62
signal,62
discuss,61
charge,61
strong,61
mind,61
nutrient,61
line,61
represent,61
main,61
feel,61
southern,61
fill,61
head,61
cut,61
science,61
potential,60
easily,60
specific,60
business,60
surround,60
data,60
real,60
audience,60
eastern,60
detail,60
settlement,60
engine,60
west,60
decline,60
particularly,60
quantity,60
successful,59
copy,59
response,59
prevent,59
semester,59
ever,59
tool,59
basically,59
female,59
cold,59
discovery,59
freeze,59
horse,58
original,58
picture,58
replace,58
mark,58
mineral,58
global,58
volcanic,58
sleep,58
highly,57
note,57
ecological,57
primarily,57
pay,57
speed,57
expand,57
advantage,57
valley,57
approach,57
sign,57
mammal,57
cell,57
assume,56
composition,56
popular,56
terrestrial,56
aquifer,56
woman,56
white,56
distance,56
floor,56
instead,56
rub,56
display,56
special,56
advisor,56
third,56
root,56
surprise,55
continent,55
insect,55
current,55
egyptian,55
test,55
buy,55
metal,55
moon,55
attract,55
melt,55
blood,55
huge,55
spot,54
return,54
contribute,54
rapidly,54
couple,54
ant,54
throughout,54
presence,54
store,54
library,54
money,54
older,54
beg,54
wall,54
job,54
side,53
fire,53
anyway,53
rat,53
protect,53
raise,53
inside,53
maintain,53
effort,52
adapt,52
separate,52
stand,52
soon,52
instrument,52
savanna,52
degree,52
action,52
exchange,52
asia,52
political,52
density,52
aggressive,52
advance,52
red,52
meter,51
outside,51
plan,51
crater,51
origin,51
stop,51
coal,51
cretaceous,51
contrast,51
organic,51
property,51
plain,51
subject,51
civilization,50
concentration,50
everyone,50
adaptation,50
slow,50
simple,50
hot,50
law,50
fee,50
cattle,50
university,50
observation,50
eye,50
spend,50
further,49
native,49
prey,49
reveal,49
wouldn,49
everything,49
pressure,49
culture,49
bear,49
locate,49
periodic,49
therefore,49
slowly,49
migrate,49
associate,49
free,49
basic,48
plat,48
predict,48
decrease,48
recently,48
sample,48
opportunity,48
hare,48
rapid,48
advertise,48
nineteenth,48
swim,48
against,48
geologist,48
act,48
topic,48
shift,48
offer,48
hi,48
step,47
rainfall,47
climatic,47
check,47
international,47
visual,47
channel,47
absorb,47
stimulus,47
loss,47
vegetation,47
face,47
summer,46
drive,46
illustrate,46
typically,46
key,46
necessary,46
buck,46
simply,46
fine,46
iceberg,46
easy,46
discussion,46
emphasize,46
aren,46
extend,46
success,46
wild,46
import,46
active,45
recognize,45
challenge,45
particle,45
importance,45
someone,45
underground,45
combine,45
earliest,45
receive,45
wave,45
survival,45
unlike,45
colony,45
future,45
solid,45
construction,45
article,45
town,44
emotion,44
e,44
pass,44
collect,44
coral,44
self,44
prefer,44
situation,44
completely,44
bite,44
chance,44
scientific,44
drop,44
top,44
teotihuac��n,44
thank,44
rely,44
central,44
five,44
variation,44
dust,44
spice,44
regular,43
enter,43
grass,43
basin,43
account,43
half,43
list,43
astronomy,43
literature,43
familiar,43
transport,43
acid,43
price,43
certainly,43
photography,43
fuel,43
urban,43
company,43
glacial,42
architecture,42
waste,42
attention,42
screen,42
landscape,42
soft,42
coast,42
distribution,42
orbit,42
reservoir,42
imagine,42
plate,42
foot,42
relative,42
internal,42
deal,42
share,42
spartina,42
reflection,42
shrub,41
expose,41
spring,41
public,41
diversity,41
kilometer,41
speak,41
industrial,41
rural,41
egg,41
extreme,41
clearly,41
differ,41
propose,41
wide,41
generate,41
finally,41
dominate,40
behind,40
merchant,40
extinct,40
couldn,40
stay,40
efficient,40
frequently,40
sand,40
scholar,40
evolutionary,40
manager,40
department,40
machine,40
perform,40
enable,40
snake,40
track,40
minute,40
saw,40
suppose,40
decade,40
wonder,40
cultural,39
balance,39
escape,39
scale,39
aspect,39
mostly,39
addition,39
rule,39
expression,39
stability,39
lie,39
link,39
attempt,39
twentieth,39
consist,39
demonstrate,39
commercial,39
bacteria,39
sequence,39
imply,39
suitable,39
erosion,38
content,38
instance,38
preserve,38
muscle,38
report,38
clay,38
sunlight,38
village,38
climax,38
dominant,38
weight,38
phosphorus,38
whose,38
anyone,38
irrigation,38
england,38
drought,38
gene,38
tale,37
atlantic,37
extensive,37
gain,37
mechanical,37
bottom,37
australia,37
turtle,37
stage,37
gradually,37
reef,37
nothing,37
weather,37
volume,37
asteroid,37
directly,37
fast,36
easier,36
shell,36
position,36
daily,36
him,36
geologic,36
capacity,36
extremely,36
letter,36
destroy,36
engineer,36
bone,36
nestle,36
define,36
service,36
device,36
aggression,35
craft,35
decide,35
emerge,35
principle,35
factory,35
connection,35
thin,35
electric,35
nile,35
customer,35
per,35
motion,35
arise,35
marsh,35
radiation,35
wait,35
tail,35
scene,35
mine,35
warmer,35
miss,35
mill,35
yellow,35
stress,35
opinion,35
generation,35
send,35
l,35
effective,35
physic,35
win,35
prairie,35
credit,35
damage,35
solution,35
tissue,35
burn,34
due,34
innovation,34
largest,34
facial,34
interaction,34
john,34
encourage,34
mainly,34
additional,34
strike,34
section,34
full,34
comet,34
difficulty,34
performance,34
electricity,34
care,34
chinese,34
paleolithic,34
powerful,34
organization,34
wet,34
notice,34
flood,34
estimate,34
venetian,34
useful,34
occupy,34
invention,34
british,34
route,34
die,34
characterize,34
african,34
ecologist,34
fuller,34
expansion,34
sculpture,34
average,33
morning,33
hall,33
access,33
watch,33
transfer,33
english,33
communication,33
block,33
heavy,33
office,33
graduate,33
gather,33
archaeologist,33
reliable,33
obtain,33
host,33
traditional,33
mechanism,33
serious,33
bark,33
hunter,33
algae,33
apparently,33
eh,33
stratum,33
isolate,32
obvious,32
military,32
disappear,32
settle,32
mid,32
definitely,32
nearby,32
boundary,32
artistic,32
whereas,32
liquid,32
geothermal,32
analyze,32
issue,32
vessel,32
hide,32
abundant,32
avoid,32
unusual,32
decision,32
dutch,32
map,32
solve,32
succession,32
dark,32
connect,32
mix,32
love,32
haven,32
french,32
round,32
ceramic,31
prove,31
previously,31
academic,31
technical,31
painter,31
garden,31
selection,31
canal,31
inhabitant,31
visible,31
fewer,31
expensive,31
standard,31
respond,31
fruit,31
rice,31
piano,31
smith,31
sophisticate,31
category,31
wetland,31
belief,31
sahara,30
sky,30
shallow,30
emotional,30
waterpower,30
famous,30
divide,30
normal,30
closely,30
mile,30
favor,30
poor,30
competitor,30
stable,30
phenomenon,30
equipment,30
pas,30
stuff,30
stu,30
agree,30
uruk,30
weren,30
text,30
arrive,30
concept,30
rest,30
stem,30
musical,30
reproduce,30
newspaper,30
copper,30
consequence,30
fight,30
schedule,30
normally,30
rich,30
geological,29
whatever,29
dna,29
vast,29
blue,29
largely,29
unique,29
cambrian,29
valuable,29
pump,29
oak,29
transportation,29
specialize,29
widely,29
musician,29
entire,29
thick,29
depth,29
na,29
greenhouse,29
responsible,29
tie,29
opera,29
song,29
medieval,29
zone,29
nectar,29
significantly,29
lightning,28
master,28
colonization,28
conduct,28
concern,28
greatly,28
assign,28
distribute,28
overall,28
analysis,28
click,28
rhythm,28
substance,28
crystal,28
drift,28
possibility,28
hawaii,28
massive,28
doubt,28
italian,28
series,28
review,28
continental,28
wrong,28
accept,28
annual,28
skin,28
colonize,28
martian,28
shelf,28
pleistocene,28
ten,28
release,27
beaver,27
labor,27
accumulate,27
choose,27
indeed,27
party,27
numerous,27
reptile,27
total,27
background,27
taste,27
detect,27
appeal,27
elite,27
fail,27
portrait,27
push,27
six,27
stag,27
bed,27
whig,27
folk,27
campus,27
final,27
soldier,27
transform,27
closer,27
leatherback,27
availability,27
task,27
cognitive,27
tectonic,27
cotton,27
movie,27
enormous,27
director,27
habit,27
rome,27
direct,27
height,27
herd,27
bank,27
black,26
dramatic,26
hope,26
beyond,26
parchment,26
length,26
contact,26
china,26
symbol,26
save,26
band,26
description,26
nearly,26
dolphin,26
men,26
carve,26
assignment,26
autobiographical,26
enjoy,26
mexico,26
millennium,26
bat,26
core,26
sale,26
pioneer,26
practical,26
jovian,26
upon,26
organize,26
recall,26
concentrate,26
appropriate,26
archaeological,26
status,26
atomic,26
suddenly,26
slightly,26
lay,26
drill,26
distinguish,26
faster,26
enzyme,26
tropical,26
technological,26
radio,26
revolution,26
appearance,26
faculty,25
shop,25
war,25
pore,25
unable,25
toxic,25
wealth,25
netherlands,25
discus,25
phase,25
commonly,25
realize,25
eighteenth,25
storage,25
walk,25
advertisement,25
bad,25
invent,25
geology,25
coastal,25
cultivate,25
kill,25
tiny,25
obviously,25
france,25
examine,25
message,25
association,25
tulip,25
guitar,25
reaction,25
ritual,25
increasingly,25
requirement,25
drain,25
breed,25
domesticate,25
timberline,25
flat,25
empire,25
seawater,25
game,25
originate,24
constantly,24
pull,24
fully,24
evaporation,24
concert,24
navigate,24
gravity,24
match,24
retain,24
overcome,24
empty,24
poetry,24
biologist,24
skeleton,24
psychology,24
egypt,24
wear,24
alternative,24
edge,24
fort,24
search,24
medium,24
trace,24
introduction,24
box,24
sorry,24
leg,24
positive,24
correctly,24
genetic,24
capable,24
dog,24
prepare,24
raw,24
positively,24
adopt,24
venus,24
snowshoe,24
operate,24
neighbor,24
narrow,24
rare,23
frequency,23
frequent,23
construct,23
risk,23
obsidian,23
explosion,23
street,23
beneath,23
document,23
engage,23
farther,23
nitrogen,23
favorable,23
significance,23
promote,23
nebula,23
unless,23
cue,23
finish,23
similarity,23
dependent,23
touch,23
permanent,23
unit,23
club,23
alone,23
conflict,23
niche,23
wheel,23
creature,23
leader,23
visit,23
precise,23
limestone,23
argument,23
australian,23
distant,23
elevation,23
clements,23
pastoralism,23
transition,23
architectural,23
extent,23
extrafloral,23
fix,23
bronze,23
progress,23
manufacture,23
ogallala,23
subpopulation,22
proportion,22
ah,22
seventeenth,22
bury,22
crisis,22
actual,22
rout,22
waterwheel,22
repeat,22
successfully,22
alter,22
archaeology,22
reject,22
virtually,22
venom,22
residence,22
perspective,22
necessarily,22
ecology,22
relation,22
perceive,22
inner,22
print,22
health,22
abundance,22
catch,22
billion,22
aware,22
depict,22
rarely,22
paris,22
formal,22
secondary,22
regional,22
electrical,22
sheet,22
clovis,22
fair,22
sail,22
inhabit,22
crocodile,22
poem,22
antarctica,22
frog,22
naturally,22
eliminate,22
artisan,22
petroleum,22
register,22
exact,22
desire,22
smooth,21
amaze,21
dramatically,21
k,21
distinct,21
recycle,21
herbivore,21
perfect,21
excite,21
starfish,21
front,21
network,21
manage,21
childhood,21
press,21
dissolve,21
immediately,21
era,21
tension,21
isthmus,21
photosynthesis,21
grave,21
strength,21
opposite,21
afford,21
transformation,21
engrave,21
external,21
exhibit,21
negative,21
interpretation,21
originally,21
education,21
conclude,21
ton,21
carefully,21
pyramid,21
constant,21
enhance,21
recover,21
handle,21
context,21
underwater,21
mirror,21
clean,21
fairly,21
existence,21
zinc,21
preschool,21
astronomer,21
adjust,21
extra,21
rabbit,21
branch,21
weak,21
confuse,21
classical,21
profit,21
tradition,21
window,21
trip,21
speciation,21
reality,21
crack,21
pair,21
considerable,21
contemporary,21
regard,21
peninsula,21
epoch,21
resistance,20
friend,20
prediction,20
reproduction,20
switch,20
turbine,20
chapter,20
apart,20
ideal,20
calendar,20
barrier,20
okay,20
cereal,20
pollinator,20
northwest,20
specifically,20
hydrogen,20
independent,20
occasionally,20
pot,20
greece,20
opportunist,20
bright,20
deeper,20
mother,20
disperse,20
train,20
fracture,20
historical,20
consistent,20
cetacean,20
chain,20
essentially,20
forget,20
fantasy,20
remarkable,20
seven,20
immediate,20
dancer,20
perception,20
shouldn,20
consumer,20
suit,20
publish,20
unlikely,20
jupiter,20
homeland,20
renaissance,20
respect,20
calcium,20
convince,19
mouth,19
darwin,19
combination,19
owner,19
philosophy,19
relevant,19
alaska,19
absence,19
yield,19
shield,19
thesis,19
baby,19
basis,19
birch,19
vegetable,19
marmot,19
double,19
fiber,19
attack,19
officer,19
freshwater,19
journal,19
sauropod,19
democrat,19
wolf,19
bind,19
absolutely,19
severe,19
amnesia,19
attribute,19
trouble,19
attitude,19
volunteer,19
jazz,19
previous,19
hill,19
porosity,19
geometric,19
venomous,19
correct,19
prior,19
exploit,19
bill,19
mendeleyev,19
paleontologist,19
gap,19
comparison,19
galley,19
spectrum,19
velocity,19
trap,19
church,19
pose,19
video,19
organ,19
non,19
violin,19
banana,19
cage,19
maya,19
portray,19
calculate,19
italy,19
sandstone,19
explore,19
wing,19
personal,19
diverse,19
besides,19
division,19
apparent,19
improvement,19
dense,19
desertification,19
spectroscopy,19
investment,19
ancestor,19
negatively,18
reward,18
orient,18
national,18
drag,18
inspire,18
circumstance,18
johnson,18
diameter,18
uranium,18
pollen,18
parasite,18
seafloor,18
debate,18
oldest,18
exercise,18
regulate,18
fertile,18
skilled,18
accurate,18
mall,18
projection,18
strategy,18
gon,18
botai,18
variability,18
compose,18
treat,18
mantle,18
allende,18
team,18
interpret,18
station,18
cooler,18
sunspot,18
reader,18
export,18
secretary,18
bigger,18
